iso3,country_name,year,region,classification,paper_case_group,case_china_benchmark,case_resilient_sovereign,case_sri_lanka_anchor,case_high_debt_resilient,case_resource_conversion,case_strategic_conversion,case_strategic_transition,case_vulnerability_trap,case_geoeconomic_pressure,case_creditor_conversion,case_reform_case,legitimacy_score,weather_buffers_score,terrain_productive_capacity_score,command_state_capacity_score,doctrine_fiscal_framework_score,track_record_score,conversion_capacity_score,resilience_score,scorecard_mean_8,gdp_growth,gdp_current_usd,gdp_per_capita_current_usd,inflation_cpi,current_account_gdp,exports_gdp,imports_gdp,gross_capital_formation_gdp,manufacturing_value_added_gdp,tax_revenue_gdp,central_gov_debt_gdp,external_debt_gni,debt_service_exports,short_term_debt_reserves,reserves_months_imports,remittances_gdp,tourism_receipts_gdp,fuel_imports_merch_imports,food_imports_merch_imports,government_effectiveness,control_corruption,rule_of_law,political_stability,regulatory_quality,voice_accountability,disaster_event,disaster_damage_gdp,default_event,banking_crisis,imf_program_active,currency_depreciation,currency_crisis,inflation_surge,output_loss_3yr,P_productive_capacity,R_resilience_buffers,L_fiscal_legitimacy,M_fiscal_manoeuvrability,C_conversion_capacity,V_safe_vulnerability,SFRI_equal_weight,SFRI_weighted,NCS_5yr,DCR_5yr
CHE,Switzerland,1989,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1990,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1991,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1992,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1993,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1994,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1995,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1996,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1997,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1998,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,1999,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2000,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2001,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2002,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2003,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2004,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2005,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2006,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2007,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2008,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2009,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2010,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2011,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2012,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2013,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2014,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2015,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2016,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2017,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2018,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2019,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2020,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2021,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2022,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2023,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2024,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,Switzerland,2025,Europe & Central Asia,Resilient sovereign,resilient_sovereign,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,4,5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1980,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1981,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1982,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1983,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1984,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1985,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1986,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1987,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1988,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1989,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1990,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1991,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1992,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1993,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1994,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1995,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1996,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1997,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1998,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,1999,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2000,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2001,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2002,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2003,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2004,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2005,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2006,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2007,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2008,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2009,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2010,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2011,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2012,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2013,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2014,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2015,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2016,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2017,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2018,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2019,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2020,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2021,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2022,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2023,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2024,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2025,Latin America & Caribbean,Repeated fiscal-currency stress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1980,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1981,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1982,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1983,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1984,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1985,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1986,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1987,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1988,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1989,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1990,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1991,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1992,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1993,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1994,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1995,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1996,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1997,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1998,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,1999,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,2000,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,2001,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,2002,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,2003,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,2004,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,2005,Sub-Saharan Africa,External debt distress case,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
